Signature,Raag,Thaat,Prahar,Aaroha,Avroha,Vadi,Samvadi,Pakad,Jati,AS,AR,AG,AM,AP,AD,AN,VS,VR,VG,VM,VP,VD,VN,coeff,P,V,S,coeff2,BS,BR,BG,BM,BP,BD,BN
68,Gauri,Bhairav,5 (6pm - 9pm),"S - (r)G - r, G - G - m - P - m, P - d - N - S'","S' - N - D - (m)P, d - (m)P - m - (r)G, (r)G - r - 'N - S - 'N - S",m,S,"m - d - P - d - m - P - G - m, r - G - r, S - r - ('N)S - 'N",Sampoorna - Sampoorna,H,K,H,H,H,K,H,H,K,H,H,H,B,H,3.3333,5,2,1,1.5,H,K,H,H,H,B,H
113,"Kedar, Jaldhar",Bilawal,5 (6pm - 9pm),"S - R - S - m, m - P - D - S'",S' - D - P - m - R - S,m,S,"D - P - m, R - S, m",Audav - Audav,H,H,A,H,H,H,A,H,H,A,H,H,H,A,2.8,5,2,1,1.5,H,H,A,H,H,H,A
359,"Chandrika, Uday Ravi",Bilawal,5 (6pm - 9pm),S - R - G - m - D - N - S',S' - N - D - m - G - R - S,m,S,,Shadav - Shadav,H,H,H,H,A,H,H,H,H,H,H,A,H,H,3.5,5,2,1,1.5,H,H,H,H,A,H,H
108,"Kanada, Suha",Kafi,5 (6pm - 9pm),"n - S - (m)g - m, P - n - m - P - S'",S' - n - P - m - P - (m)g - m - R - S,m,S,n - S - (m)g - (m)g - m - P - (m)g - m - R - S,Audav - Shadav,H,A,K,H,H,A,K,H,H,K,H,H,A,K,3,5,2,1,1.5,H,H,K,H,H,A,K
364,Kapi,Kafi,5 (6pm - 9pm),S - R - g - m - P - D - n - S',S' - D - P - m - R - g - m - R - S,m,S,mPDnS' - DPm Rgm RS,Sampoorna - Sampoorna,H,H,K,H,H,H,K,H,H,K,H,H,H,A,3.1538,5,2,1,1.5,H,H,K,H,H,H,K
114,"Kedar, Maluha",Kalyan,5 (6pm - 9pm),"R - 'N - S, m - R - S, m - G - P - M - D - M - P - S'","S' - N - D - M - P,  (P)G - (m)P - G - m - R - S - 'n - 'D - 'P - 'm, 'P - S",m,S,m - R - S - S - 'd - 'P - 'm - 'P - 'P - 'N - 'N - S,Shadav - Shadav,H,H,H,B,H,H,H,H,H,H,B,H,H,B,3.8235,5,2,1,1.5,H,H,H,B,H,H,B
52,Champak,Khamaaj,5 (6pm - 9pm),"S - (R)G m, G - m - P - D - N - N - D - S'","S' - R' - n - D - (P)m, (m)P - (P)G - (R)S - R - S",m,S,"S - (R)m, (P)D - m, (P)G - R - S - R - S",Sampoorna - Sampoorna,H,H,H,H,H,H,H,H,H,H,H,H,H,K,3.2143,5,2,1,1.5,H,H,H,H,H,H,B
149,Pancham,Marwa,5 (6pm - 9pm),S - m - G - M - D - N - D - N - M - D - S',S' - N - D - M - D - M - G - r - S,m,S,M - D - S' - N - D - M - D - M - G - r - S - S - m - G - M - D - N - D - N - M - D,Audav - Shadav,H,A,H,B,A,H,H,H,K,H,T,A,H,H,4.1667,5,2,1,1.5,H,K,H,B,A,H,H
69,"Gauri, Lalita",Poorvi,5 (6pm - 9pm),"S - r - G - m, M - m - G, G - m - P - d - P, P - d - N - S'","S' - N - d - P, d - m, M - d - M - m, G - (M)r - S",m,S,,Sampoorna - Sampoorna,H,K,H,B,H,K,H,H,K,H,B,H,K,H,3.75,5,2,1,1.5,H,K,H,B,H,K,H
111,"Kedar, Basanti",,5 (6pm - 9pm),"S - R - S - m, m - P, D - N - S'","S' - N - D - P, d - M - P, M - G - M - G, M - G - r - S",m,S,"S - R - S - m, m - P, d - M - P - M, G - M - G",Shadav - Sampoorna,H,H,A,H,H,H,H,H,K,H,T,H,B,H,3.7143,5,2,1,1.5,H,B,H,B,H,B,H
248,Motaki,Bhairavi,5 (6pm - 9pm),n - S - g - m - P - D - n - S',S' - d - n - P - D - g - m - r - S,P,S,"S - 'd'n'P - S, Sm - gmP - PDnDP - mg - SRP - mg rS",Shadav - Sampoorna,H,A,K,H,H,H,K,H,K,K,H,H,B,K,3.2143,5,2,1,1.5,H,K,K,H,H,B,K
107,"Kanada, Sughrai",Kafi,5 (6pm - 9pm),S - R - (m)g - m - P - n - P - S',S' - n - D - n - P - m - P - (m)g - m - R - S,P,S,"S - n - D, n - n - P - m - R - S - R - (m)g",Shadav - Sampoorna,H,H,K,H,H,A,K,H,H,K,H,H,H,K,3.2308,5,2,1,1.5,H,H,K,H,H,H,K
109,"Kanada, Suha Sughrai",Kafi,5 (6pm - 9pm),n - S - R - g - m - P - n - P - S',S' - n - P - m - P - (m)g - m - R - S,P,S,R 'nS (m)Rm nP - nmP (m)g~(m)gm RS - SRg~m nP -,Shadav - Shadav,H,H,K,H,H,A,K,H,H,K,H,H,A,K,3.1667,5,2,1,1.5,H,H,K,H,H,A,K
222,"Kanada, Raisa",Kafi,5 (6pm - 9pm),S - R - g - m - P - n - P - m - P - D - n - S',S' - n - P - m - P - g - m - R - S,P,S,m - P - D - n - S' - n - P - m - P - g - m - R - S,Sampoorna - Audav,H,H,K,H,H,H,K,H,H,K,H,H,A,K,3.2308,5,2,1,1.5,H,H,K,H,H,H,K
6,Amrit Varshini,Kalyan,5 (6pm - 9pm),S - G - M - P - N - S',S' - N - P - M - G - S,P,S,G - M - P - N - S' - N - P - M - P - G - M - P,Audav - Audav,H,A,H,T,H,A,H,H,A,H,T,H,A,H,3.8,5,2,1,1.5,H,A,H,T,H,A,H
128,Malashree,Kalyan,5 (6pm - 9pm),S - G - P - N - S,"S - (N)P - (M)(G), P - G - S",P,S,"S - (N)P - M(G), P - G - S",Audav - Audav,H,A,H,A,H,A,H,H,A,H,T,H,A,H,3.4444,5,2,1,1.5,H,A,H,T,H,A,H
389,Shuddha Shyam,Kalyan,5 (6pm - 9pm),S - R - M - P - N - S',"S' - D - P, G - m - P - G - m - R - S, S - 'D - R - S",P,S,"S - 'D - R - S, R - M - M - P - N - Sxe2x80x99",Audav - Sampoorna,H,H,A,T,H,A,H,H,H,H,H,H,H,A,3.4545,5,2,1,1.5,H,H,H,B,H,H,H
315,"Ranjani, Kusum",Poorvi,6 (9pm - 12am),S - r - M - P - d - N - S',S' - N - d - N - P - M - G - r - S,P,S,,Shadav - Sampoorna,H,K,A,T,H,K,H,H,K,H,T,H,K,H,4.0769,6,2,1,1.5,H,K,H,T,H,K,H
448,"Shankar, Gauri",Marwa,5 (6pm - 9pm),S - G - P - N - D - N - S',S' - N - DP - G - r - S - 'N - S,P,S,"PG rS, rS'N, S GP GPN DN- (P), GPDP G, rS'N rS",Shadav - Shadav,H,A,H,A,H,H,H,H,K,H,A,H,H,H,3.4545,5,2,1,1.5,H,K,H,A,H,H,H
500,Vihangini,Marwa,5 (6pm - 9pm),S - r - G - P - D - N - S',S' - N - D - P - G - r - S,P,S,No specific pakad said,Shadav - Shadav,H,K,H,A,H,H,H,H,K,H,A,H,H,H,3.6667,5,2,1,1.5,H,K,H,A,H,H,H
501,"Barari, Shuddha",Marwa,5 (6pm - 9pm),S - r - G - P - D - N - S',S' - N - D - P - G - r - S,P,S,G - P - D - N - D - P - G - r,Shadav - Shadav,H,K,H,A,H,H,H,H,K,H,A,H,H,H,3.6667,5,2,1,1.5,H,K,H,A,H,H,H
67,Gauri,Poorvi,5 (6pm - 9pm),"S - r - M - P, M - d - N - S'","S' - N - d - P - d - m, P - M - d - M - G - r - G - r - S",P,S,"N - d - P - d - m, M - d - M - G - r - G - r - S",Shadav - Sampoorna,H,K,A,T,H,K,H,H,K,H,B,H,K,H,3.9286,5,2,1,1.5,H,K,H,B,H,K,H
216,Shreetank,Poorvi,5 (6pm - 9pm),"S - r - P, P - d - P - S'","S' - N - r - N - d - P - G - r, G - r - S",P,S,"r - r - P, N - d - P, G - r - S",Audav - Audav,H,K,A,A,H,K,A,H,K,H,A,H,K,H,3.3,5,2,1,1.5,H,K,H,A,H,K,H
405,"Sohani, Basant / Basant Sohini",Poorvi,7 (12am - 3am),S - G - M - d - N - S',"S' - N - d - P - M - G - M - G, G - M - N - D - M - G, M - G - r - S",P,S,"M - d - S' - N - d - P - M - G - M - G, G - M - N - D - M - G - M - G - r - S, S - m - G - M - d - N - S'",Audav - Sampoorna,H,A,H,T,A,K,H,H,K,H,T,H,B,H,4,7,2,1,1.5,H,K,H,T,H,B,H
172,Sohani / Sohini,Marwa,8 (3am - 6am),S - G - M - D - N - S',S' - N - D - M - G - r - S,D,G,"MD NS' r'-S', S' - ND MD - G MD",Audav - Shadav,H,A,H,T,A,H,H,H,K,H,T,A,H,H,4.3636,8,4,3,3.5,H,K,H,T,A,H,H
413,"Basant, Gauri",Poorvi,5 (6pm - 9pm),"N - r - G - M - P, M - G - M - d - N - S'","M - d - S' - N - d - P, mGm - GrG - rSr - S - 'N - r - G - r - S",P,S,"S - G - M - N - d - P, mGm - GrG - rSr - S - 'N",Audav - Sampoorna,H,K,H,T,H,K,H,H,K,H,B,H,K,H,3.8667,5,2,1,1.5,H,K,H,B,H,K,H
291,Bibhas (Marwa Ang Ka / Sampoorna Bibhas),Marwa,8 (3am - 6am),"S - r - G, (M)G - P - D - (N)D - S'",S' - (N)D - P - DMG - P - G - r - S,D,G,S' (N)D P DM Gr GPG rS,Audav - Sampoorna,H,K,H,T,H,H,H,H,K,H,T,H,H,H,4.1429,8,4,3,3.5,H,K,H,T,H,H,H
600,"Purvaa, Sampoorna / Sampurna Poorba",Poorvi,5 (6pm - 9pm),S - m - G - P - M - P - d - N - d - P - M - d - N - S',S' - N - r' - N - d - P - M - G - m - G - r - G - M - D - M - G - r - S,P,S,MPdNdP GmG rGMD MGrS,Mishra/Sankeerna,H,A,H,B,H,K,H,H,K,H,B,H,B,H,3.625,5,2,1,1.5,H,K,H,B,H,B,H
522,Rasikpriya,,5 (6pm - 9pm),S - g - G - M - P - n - N - S',S' - N - n - P - M - G - g - S,P,S,G - M - P - N - S - n - P - M - g - G - g - S,Audav - Audav,H,A,B,T,H,A,B,H,A,B,T,H,A,B,4,5,2,1,1.5,H,A,B,T,H,A,B
347,Vijay,Kafi,5 (6pm - 9pm),S - R - g - M - P - D - S',"S' - d - P - M, g - R - S",S,S,,Sampoorna - Shadav,H,H,K,T,H,H,A,H,H,K,T,H,K,A,3.75,5,1,1,1,H,H,K,T,H,B,A
92,"Kalyan, Jait",Kalyan,5 (6pm - 9pm),S - G - P - PDPP - S',S' - P - PDPP - DP - G - RS,P,S',"S (P)G P - PDPP G - P G SRSS, PDP (N)S' - P DP G (R)S",Audav - Audav,H,A,H,A,H,H,A,H,H,H,A,H,H,A,2.7778,5,2,1,1.5,H,H,H,A,H,H,A
533,"Kedar, Deepak / Shyam Kedar",Kalyan,5 (6pm - 9pm),S - R - M - P - D - P - S',S' - (N)D - P - M - P - m - R - S,P,S',S - R - M - P - MPDP - m - R - S,Audav - Audav,H,H,A,T,H,H,A,H,H,A,B,H,H,H,3.8333,5,2,1,1.5,H,H,A,B,H,H,H
123,Maand,Bilawal,5 (6pm - 9pm),S - G - m - P - D - N - S',"S' - N - D - P - D, P - N - D - P, G - m - G - R - S",,,G - m - P - D - N - S',Shadav - Sampoorna,H,A,H,H,H,H,H,H,H,H,H,H,H,H,3.1538,5,0,0,0,H,H,H,H,H,H,H
243,Jait,Marwa,5 (6pm - 9pm),S - r - G - P - D - P - S',S' - P - D - P - G - r - S,,,,Audav - Audav,H,K,H,A,H,H,A,H,K,H,A,H,H,A,3.2,5,0,0,0,H,K,H,A,H,H,A
64,Dhavalshree,Poorvi,Anytime in Monsoon,N - S - G - P - M - d - P - M - D - N - D - P - M - D - N - S,r' - N - d - P - M - G - M - r - G - r - S,P,S,,Shadav - Sampoorna,H,A,H,T,H,B,H,H,K,H,T,H,K,H,3.8571,A,2,1,1.5,H,K,H,T,H,B,H
249,"Todi, Chhaya",Todi,1 (6am - 9am),S - r - g - M - d - S',S' - d - M - g - r - S,g,d,,Audav - Audav,H,K,K,T,A,K,A,H,K,K,T,A,K,A,4.2,1,4,3,3.5,H,K,K,T,A,K,A
233,Harikauns,,6 (9pm - 12am),S - g - M - D - n - S',S' - n - D - M - g - S,-,-,,Audav - Audav,H,A,K,T,A,H,K,H,A,K,T,A,H,K,4.2,6,0,0,0,H,A,K,T,A,H,K
350,"Kalyan, Samant",Kalyan,6 (9pm - 12am),S - R - G - P - D - S',S' - N - D - (M)P - M - G - R - S,G,D,G - P - MGPDP - G - P - D - S' - NDNR'S' - ND - P - R - S,Audav - Sampoorna,H,H,H,A,H,H,A,H,H,H,T,H,H,H,3.5833,6,3,4,3.5,H,H,H,T,H,H,H
408,"Bhoop, Chaiti / Chaiti Bhup",Kalyan,6 (9pm - 12am),S - R - G - P - D - S',"S' - D - P - G - R - G, R - m - (PDP) - G - R - S",G,D,"G - R - G, R - m - (PDP) - G - R - S",Mishra/Sankeerna,H,H,H,A,H,H,A,H,H,H,H,H,H,A,2.9091,6,3,4,3.5,H,H,H,H,H,H,A
313,Kamboji,Khamaaj,6 (9pm - 12am),"S - R - G, P, D - S'","S' - n, D - P, m - G - R - S",G,D,,Audav - Sampoorna,H,H,H,A,H,H,A,H,H,H,H,H,H,K,3.0833,6,3,4,3.5,H,H,H,H,H,H,K
62,"Dhanashree, Multani",Bhairavi,6 (9pm - 12am),"n - S - m - g - M - P, (m)g - m - P - S' - n - S'","S' - N - d - P - M - g - M - g, g - M - P - (M)g, M - g - r - S",P,D,"n - S - m - g, g - M - P - M - P, d - P - (M)g - M - g",Audav - Sampoorna,H,A,K,B,H,A,K,H,K,K,T,H,K,H,3.8462,6,2,4,3,H,K,K,B,H,K,B
433,Malavatee,Bilawal,6 (9pm - 12am),S - r - m - P - D - S',S' - N - D - P - m - G - R - S,R,D,"D - S - R - m, P - D - P, m - G - R - S",Shadav - Sampoorna,H,K,A,H,H,H,A,H,H,H,H,H,H,H,3.1667,6,5,4,4.5,H,B,H,H,H,H,H
72,Hameer,Kalyan,6 (9pm - 12am),S - R - G - m - D - N - S',S' - N - D - P - M - P - G - m - R - S,D,G,Gm (N)D - NS',Shadav - Sampoorna,H,H,H,H,A,H,H,H,H,H,B,H,H,H,3.6429,6,4,3,3.5,H,H,H,B,H,H,H
321,"Ranjani, Jan",Bilawal,6 (9pm - 12am),"S, R - G - m - P, N - S'","S' - D - P - m, R - G - m, P - m - R - S",S,m,,Shadav - Shadav,H,H,H,H,H,A,H,H,H,H,H,H,H,A,3,6,1,2,1.5,H,H,H,H,H,H,H
376,Aarabhi,Bilawal,6 (9pm - 12am),S - R - m - P - D - S',S' - N - D - P - m - G - R -  S,S,m,D - S - R - m - G - R - S - 'N - 'D - S,Audav - Sampoorna,H,H,A,H,H,H,A,H,H,H,H,H,H,H,3.0833,6,1,2,1.5,H,H,H,H,H,H,H
90,"Kalyan, Gorakh",Kafi,6 (9pm - 12am),S - R - m - D - n - D - S',"S' - n - D - m - R -, RmPm - R - 'n - 'D - S",S,m,DS RmR 'n 'DS | mDnD mR - RmPm R 'n'D S ||,Audav - Shadav,H,H,A,H,A,H,K,H,H,A,H,H,H,K,3.2727,6,1,2,1.5,H,H,A,H,H,H,K
493,Rajrajeshwari,Kafi,6 (9pm - 12am),S - g - m - D - n - S',"S' - n - D, M - m g - S, R - 'n - S",S,m,m - D - n - D - M - m - g/S,Audav - Shadav,H,A,K,H,A,H,K,H,H,K,B,A,H,K,3.6667,6,1,2,1.5,H,H,K,B,A,H,K
452,Jogeshwari,Khamaaj,6 (9pm - 12am),N - S - R - G - m - P - n - D - P - D - N - S',S' - n - D - P - m - G - m - R - S,S,m,"S, 'n'D S, mR, Pm - DG - 'NSRGmP - m - Dm - Gm - RS",Mishra/Sankeerna,H,H,H,H,H,H,B,H,H,H,H,H,H,K,3.3333,6,1,2,1.5,H,H,H,H,H,H,B
40,Bihag,Bilawal,6 (9pm - 12am),N - S - G - m - P - N - S',S' - N - DP - MP - GmG - RS,G,N,P - GmG - RS,Audav - Shadav,H,A,H,H,H,A,H,H,H,H,B,H,H,H,3.3846,6,3,6,4.5,H,H,H,B,H,H,H
43,Bihagda,Bilawal,6 (9pm - 12am),N - S - G - m - P - N - S',"S' - N - D - (M)P, n - D - P, D - G - m - G - R - S",G,N,"n - D - P, D - G - m - G, R - S",Audav - Sampoorna,H,A,H,H,H,A,H,H,H,H,B,H,H,B,3.5,6,3,6,4.5,H,H,H,B,H,H,B
168,Shankara,Bilawal,6 (9pm - 12am),S - G - P - N - D - S',"S' - N - (D)P, G - P - (R)G - (R)S",G,N,S - 'N - 'P - 'N - 'D - S - G - P - G - R - S',Audav - Shadav,H,A,H,A,H,H,H,H,H,H,A,H,H,H,3.3636,6,3,6,4.5,H,H,H,A,H,H,H
399,"Bihagaro, Maalav",Bilawal,6 (9pm - 12am),N - S - G - m - P - N - D - N - S',S' - N - D - n - D - P - G - m - P - G - R - S,G,N,GmPN DN S' - ND - DnS' DnP - GmP mP G - RS,Shadav - Sampoorna,H,A,H,H,H,H,H,H,H,H,H,H,H,B,3.2857,6,3,6,4.5,H,H,H,H,H,H,B
461,"Bihag, Chandani",Bilawal,6 (9pm - 12am),S - G - m - P - N - S',"S' - N - P, M - P - D - n, S' - n - D - P, G - m - G - R - S",G,N,"G - m - P - N - S' - NP, m - P - D - n - (S') - n - D - P - G - m - G",Audav - Sampoorna,H,A,H,H,H,A,H,H,H,H,B,H,H,B,3.5,6,3,6,4.5,H,H,H,B,H,H,B
564,"Nat, Sawani",Bilawal,6 (9pm - 12am),"SR - RG - Gm - P -, GmDP - NS'",S' - N - DP - (M)P GmDP - m - (P)G - (m)R - S,G,N,SR RG Gm NDP - S'/P GmDP mGRS R-P m G RS,Shadav - Sampoorna,H,H,H,H,H,H,H,H,H,H,B,H,H,H,3.5333,6,3,6,4.5,H,H,H,B,H,H,H
584,"Bihagda, EK Nishad Ka",Bilawal,6 (9pm - 12am),N - S - G - m - P - (D)N - S',S' - N - D - P - mP - G - RS,G,N,GmPDN (D)PD mP G mPmP G - (R)S,Audav - Sampoorna,H,A,H,H,H,H,H,H,H,H,H,H,H,H,3.1538,6,3,6,4.5,H,H,H,H,H,H,H
316,"Kamboji, Gop",Kafi,6 (9pm - 12am),S - R - g - m - P - D - S',S' - n - D - P - m - g - R - S,G,N,,Shadav - Sampoorna,H,H,K,H,H,H,A,H,H,K,H,H,H,K,3.1538,6,3,6,4.5,H,H,K,H,H,H,K
218,"Kalyan, Raj",Kalyan,6 (9pm - 12am),N - R - G - M - D - N - S',"S' N - D - M - G - R, N - R - S",G,N,"G - (M)D, D - (M)G - R, N - R - S",Shadav - Shadav,H,H,H,T,A,H,H,H,H,H,T,A,H,H,4.3333,6,3,6,4.5,H,H,H,T,A,H,H
346,Viranch Mukhi,Kalyan,6 (9pm - 12am),"S - m, G - P, M - m - g, P - N - S'","S' - N - P, M - m - G, P - G, P - R - S - m",G,N,,Audav - Shadav,H,A,B,B,H,A,H,H,H,H,B,H,A,H,3.6429,6,3,6,4.5,H,H,B,B,H,A,H
369,Kumudaki,Kalyan,6 (9pm - 12am),S - R - G - M - N - S',S' - N - M - G - R - S,G,N,,Audav - Audav,H,H,H,T,A,A,H,H,H,H,T,A,A,H,4.4,6,3,6,4.5,H,H,H,T,A,A,H
557,"Bihag, Marg / Maarg Bihag",Kalyan,6 (9pm - 12am),N S G M P N S',S' N D P M G R S,G,N,GMPND MG MGRS RS,Audav - Sampoorna,H,A,H,T,H,A,H,H,H,H,T,H,H,H,3.9167,6,3,6,4.5,H,H,H,T,H,H,H
583,"Kalyan, Khem",Kalyan,6 (9pm - 12am),N - S - R - G - R - M - P - G - P - N - S',S' - N - D - P - M - G - P - (G)R - S,G,N,GPNS' R'NDM GP (G)R S - 'NSRG -,Vakra,H,H,H,T,H,A,H,H,H,H,T,H,H,H,4,6,3,6,4.5,H,H,H,T,H,H,H
82,Jhinjhoti,Khamaaj,6 (9pm - 12am),S - R - m - P - D - S',S' - n - D - P - m - G - R - G - R - (g)R - ('N)S,G,N,D - S - R - m - G - P - m - G - R - S - 'n - 'D - 'P,Audav - Sampoorna,H,H,A,H,H,H,A,H,H,B,H,H,H,B,3.2857,6,3,6,4.5,H,H,B,H,H,H,B
340,Ravikosh,Khamaaj,6 (9pm - 12am),S - G - m - D - n - S',S' - n - D - m - R - g - R - S,G,N,,Audav - Shadav,H,A,H,H,A,H,K,H,H,K,H,A,H,K,3.2727,6,3,6,4.5,H,H,B,H,A,H,K
436,Lagan Gandhaar,,6 (9pm - 12am),S - G - P - D - S',S' - n - n - n - D - P - g - g - g - R - S,g,n,"D - S - g, R - g - R -",Chatu - Shadav,H,A,H,A,H,H,A,H,H,K,A,H,H,K,3.1,6,4,5,4.5,H,H,B,A,H,H,K
3,"Mohini, Ahi",Asavari,6 (9pm - 12am),S - r - G - m - P - D - n - S',S' - n - d - P - m - g - R - S,m,n,"S, R - G  - m, P - d, P - m, g - R - g - S",Sampoorna - Sampoorna,H,K,H,H,H,H,K,H,H,K,H,H,K,K,3.2143,6,2,5,3.5,H,B,B,H,H,B,K
434,Maghavaa,Khamaaj,6 (9pm - 12am),S - m - G - m - n - D - n - S',S' - n - D - P - m - G - R - S,m,n,"S - m - G - m - P - m, m - n  D",Audav - Sampoorna,H,A,H,H,A,H,K,H,H,H,H,H,H,K,3.0833,6,2,5,3.5,H,H,H,H,H,H,K
274,Deepak,Bilawal,6 (9pm - 12am),"S - G - m - P, D - m - P - N - S'",S' - n - D - P - GmP - m - G - R - S - 'n - 'D - 'P - 'D - S,G / S,N / P,"m'P'D'P 'NS GmPDm nDP mG-RS, 'n-'D' 'P'DS-'n'D 'm'P'NS",Shadav - Sampoorna,H,A,H,H,H,H,H,H,H,H,H,H,H,K,3.0769,6,2,4,3,H,H,H,H,H,H,B
100,"Kanada, Darbari",Asavari,6 (9pm - 12am),S - R - g~ - m - P - d~ - n - S',"S' - d - n - P, m - P - g~ - m - R - S",R,P,SRg~ mR S - 'd~'n'P S - 'd'nR S,Sampoorna - Audav,H,H,K,H,H,K,K,H,H,K,H,H,K,K,3.1429,6,5,2,3.5,H,H,K,H,H,K,K
147,Nilambari,Kafi,6 (9pm - 12am),S - R - m - P - D - S',R' - n - D - P - m - G - g - R - 'N - S - 'D - 'n - g - R,R,P,R - m - P - Dm - G - g - R - g - R - g - R - S' - 'N -'N - S - 'D - 'n - g - R,Audav - Sampoorna,H,H,A,H,H,H,A,H,H,B,H,H,H,B,3.2857,6,5,2,3.5,H,H,B,H,H,H,B
306,Kohal,Kafi,6 (9pm - 12am),"S - R - g, P - N - S'","S' - n - P, g - R - g - R - S",R,P,,Audav - Audav,H,H,K,A,H,A,H,H,H,K,A,H,A,K,3.5,6,5,2,3.5,H,H,K,A,H,A,B
331,Pushp,Kafi,6 (9pm - 12am),S - R - g - m - g - P - D - S',"S' - D - P, g - m - g, R - S",R,P,,Shadav - Shadav,H,H,K,H,H,H,A,H,H,K,H,H,H,A,3,6,5,2,3.5,H,H,K,H,H,H,A
55,Chaya Nata / Chhayanat,Kalyan,6 (9pm - 12am),S - R - G - m - P - PDPP - (N)S',"S' - (N)D - P - m - G - R, RGmnDP - PR - G - M - R - S",R,P,PDPP S' - DP-R - RGmP mGm R S -,Shadav - Sampoorna,H,H,H,H,H,H,H,H,H,H,B,H,H,B,3.625,6,5,2,3.5,H,H,H,B,H,H,B
56,Desh / Des,Khamaaj,6 (9pm - 12am),N - S - R - m - P - N - S',N - S' - R' - n - D - P - D - m - G - R - G - 'N - S,R,P,"Rm P - n DP, Dm GR, G - 'NS",Audav - Sampoorna,H,H,A,H,H,A,H,H,H,H,H,H,H,B,3.3846,6,5,2,3.5,H,H,H,H,H,H,B
77,Jaijaiwanti (Bageshree Ang),Khamaaj,6 (9pm - 12am),N - S - R - G - m - P - G - m - D - n - S',S' - n - D - P - m - G - R - g - R - S - 'N - S - 'D - 'n - R - S,R,P,RgRS 'NS 'D'nR - GmDnS',Shadav - Sampoorna,H,H,H,H,H,H,B,H,H,B,H,H,H,B,3.5294,6,5,2,3.5,H,H,B,H,H,H,B
312,"Varali, Karank",Khamaaj,6 (9pm - 12am),"S - R, m - P, n - S'","S' - n, D - n, P - m, G - R - S",R,P,,Audav - Sampoorna,H,H,A,H,H,A,K,H,H,H,H,H,H,K,3.0833,6,5,2,3.5,H,H,H,H,H,H,K
390,"Desaa, Sorath",Khamaaj,6 (9pm - 12am),N. - S - R - m - P - N - S',S' - R' - n - D - n - D - P - D - m - G - R - gR - S,R,P,N - S' - R' - D - n - D - P - D - m - G - R,Mishra/Sankeerna,H,H,A,H,H,A,H,H,H,B,H,H,H,K,3.2308,6,5,2,3.5,H,H,B,H,H,H,B
451,"Kalyan, Rajani",Khamaaj,6 (9pm - 12am),n - S - R - G - m - P - D - n - S',S' - n - D - P - m - G - R - S,R,P,"S - R - S, 'n - S - R - g - m",Mishra/Sankeerna,H,H,H,H,H,H,K,H,H,H,H,H,H,K,3.1429,6,5,2,3.5,H,H,H,H,H,H,K
400,Khemnat,Bilawal,6 (9pm - 12am),S - R - G - m - P - DP - S',S' - ND - P - mGmP - mG mR - S,S,P,RG - Gm - mP - DP m - Gm RS - R,Mishra/Sankeerna,H,H,H,H,H,H,A,H,H,H,H,H,H,H,3.0769,6,1,2,1.5,H,H,H,H,H,H,H
476,Panchmanjiri,Bilawal,6 (9pm - 12am),,,S,P,,Mishra/Sankeerna,A,A,A,A,A,A,A,A,A,A,A,A,A,A,0,6,1,2,1.5,A,A,A,A,A,A,A
575,Hem Nat,Bilawal,6 (9pm - 12am),S - R - G - m - P - DP - (N)S',S' - (N)DP - mG - mR - S,S,P,SR RG Gm PG mR S 'D'P 'P'D'P'P (N)S - 'P'D'N'SRG mP R S,Mishra/Sankeerna,H,H,H,H,H,H,H,H,H,H,H,H,H,H,3.2857,6,1,2,1.5,H,H,H,H,H,H,H
449,"Maanjh, Pilu Ki",Gauri Manohari,6 (9pm - 12am),S - R - g - m - P - D - N - S',S' - N - D - P - m - g - R - S,S,P,"S, 'P - 'N - S - R - g, S, R - P, mP - D, m - (g), S",Vakra,H,H,K,H,H,H,H,H,H,K,H,H,H,H,3.4286,6,1,2,1.5,H,H,K,H,H,H,H
443,"Sakh, Dev",Kafi,6 (9pm - 12am),S - R - G - m - P - n - S',S' - n - P -  m -  gm - R - S,S,P,"S - R - G - G - m, PnP - S' - nP - gm - RS",Mishra/Sankeerna,H,H,H,H,H,A,K,H,H,K,H,H,A,K,3.0833,6,1,2,1.5,H,H,B,H,H,A,K
146,Nand / Anandi / Anandi Kalyan,Kalyan,6 (9pm - 12am),"S - G - m - P - D - N, PDMP - S'","S' - N - D - P, PDN PD MP - GmDP - (G)R - S",S,P,GmPDN PD MP GmDP RS,Shadav - Sampoorna,H,A,H,B,H,H,H,H,H,H,B,H,H,H,3.6667,6,1,2,1.5,H,H,H,B,H,H,H
456,Shyamalee,Kalyan,6 (9pm - 12am),S - R - M - P - D - S',S' - D - P - M - P - R - S,S,P,"S, R - S, R - M, P - D - S'",Audav - Audav,H,H,A,T,H,H,A,H,H,A,T,H,H,A,3.8,6,1,2,1.5,H,H,A,T,H,H,A
87,Kalawati,Khamaaj,6 (9pm - 12am),S - G - P - D - n - S',S' - n - D - P - G - S,S,P,GPDnD - PG - S,Audav - Audav,H,A,H,A,H,H,K,H,A,H,A,H,H,K,3,6,1,2,1.5,H,A,H,A,H,H,K
118,Khambavati,Khamaaj,6 (9pm - 12am),S - R - m - P - D - S',"S - n - D - P, D - m - (P)G - (m)S",S,P,n - D - P - D - P - m - P - G - (m)S,Shadav - Sampoorna,H,H,A,H,H,H,A,H,A,H,H,H,H,K,2.8182,6,1,2,1.5,H,H,H,H,H,H,K
